Artist ,Event Title,Event Date,Year,Country ,City,Genre(s),Notes/Highlights
Agent ,Boxout Wednesdays 180,6th April,2022,India ,Goa,"Electronica, Experimental, Ambient, Downtempo",
Abhi Meer,Boxout Wednesdays 180,6th April,2022,India ,Mumbai,"House, Soulful, Funk, Jazz",
Prismer,Boxout Wednesdays 180,6th April,2022,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
South Wales,Boxout Wednesdays 181,13th April,2022,Australia,,"Hip-Hop, Beats, Reggae, Soul",
Nash JR,Boxout Wednesdays 181,13th April,2022,India ,New Delhi ,"Global Club, Experimental, Bass, Techno",
Nida,Boxout Wednesdays 181,13th April,2022,India ,New Delhi ,"Electronica, Ambient, Downtempo, Experimental",
MC Soopy,Boxout Wednesdays 181,13th April,2022,India ,New Delhi ,"Experimental, Techno, Ambient, Electronica",
Suchi ,Boxout Wednesdays 182,20th April,2022,Norway,,"R&B, Soul, Chillhop, Ambient",
Sleepy Insomniac ,Boxout Wednesdays 182,20th April,2022,India ,New Delhi ,"Electronica, Downtempo, Ambient, Experimental",
Mutable Mercury ,Boxout Wednesdays 182,20th April,2022,India ,New Delhi,"Experimental, Ambient, Downtempo, Electronica",
Hiranya ,Boxout Wednesdays 182,20th April,2022,India ,New Delhi ,"Electronica, Downtempo, Chillhop, Experimental",
Hamza Rahimtula ,Boxout Wednesdays 183,27th April ,2022,India ,,"House, Deep House, Soulful, Techno",
